Sr_No,Cap_Type,Name,Ticker,Sub_Sector,Market_Cap,Close_Price
3820,,Ind Renewable Energy Ltd,INDRENEW,Renewable Energy Equipment & Services,23,16
3821,,SRM Energy Ltd,SRMENERGY,Renewable Energy,23,20
3822,,Kamanwala Housing Construction Ltd,KAMANWALA,,23,16
3824,,Gajanan Securities Services Ltd,GAJANANSEC,Investment Banking & Brokerage,22,75
3825,,IITL Projects Ltd,IITLPROJ,Real Estate,22,44
3826,,Omkar Pharmachem Ltd,OMKARPH,Commodity Chemicals,22,22
3827,,CRP Risk Management Ltd,CRPRISK,Outsourced services,22,13
3828,,Sanwaria Consumer Ltd,SANWARIA,FMCG - Foods,22,0
3829,,Mid India Industries Ltd,MIDINDIA,Textiles,22,12
3830,,Sungold Media and Entertainment Ltd,SMEL,Advertising,22,20
3832,,Shantidoot Infra Services Ltd,SISL,,22,142
3833,,Chothani Foods Ltd,CHOTHANI,Agro Products,22,20
3834,,G K P Printing & Packaging Ltd,GKP,Packaging,22,10
3835,,BKV Industries Ltd,BKV,Packaged Foods & Meats,22,14
3836,,Paragon Finance Ltd,PARAGONF,Consumer Finance,22,50
3837,,Mask Investments Ltd,MASKINVEST,Investment Banking & Brokerage,22,71
3838,,Future Supply Chain Solutions Ltd,FSC,Logistics,22,4
3839,,Glance Finance Ltd,GLANCE,,22,95
3840,,Anuroop Packaging Ltd,ANUROOP,,21,21
3842,,Valson Industries Ltd,VALSONQ,Textiles,21,25
3843,,Orient Tradelink Ltd,ORIENTTR,Movies & TV Serials,21,9
3844,,Ajcon Global Services Ltd,AJCON,Diversified Financials,21,36
3845,,Bright Solar Ltd,BRIGHT,Industrial Machinery,21,9
3846,,O P Chains Ltd,OPCHAINS,,21,33
3847,,Caprolactam Chemicals Ltd,CAPRO,,21,59
3848,,Karnavati Finance Ltd,KARNAVATI,Consumer Finance,21,2
3849,,Switching Technologies Gunther Ltd,SWITCHTE,Electrical Components & Equipments,21,80
3850,,Dynamic Industries Ltd,DYNAMIND,Specialty Chemicals,21,68
3851,,Velan Hotels Ltd,VELHO,,21,6
3853,,Patron Exim Ltd,PATRON,,21,9
3854,,Suvidha Infraestate Corporation Ltd,SICL,Construction & Engineering,21,24
3855,,Shree Karthik Papers Ltd,SHKARTP,,21,10
3856,,Dipna Pharmachem Ltd,DPL,,21,8
3857,,Gala Global Products Ltd,GGPL,Business Support Services,21,4
3858,,Sanathnagar Enterprises Ltd,SEL,Real Estate,21,73
3859,,Indus Finance Ltd,INDUSFINL,,21,29
3860,,Garbi Finvest Ltd,GARBIFIN,Consumer Finance,21,17
3861,,Emmessar Biotech and Nutrition Ltd,EMMESSA,,21,40
3863,,Hindustan Agrigentics Ltd,HINDUST,Seeds,21,48
3864,,Mansi Finance (Chennai) Ltd,MANSIFIN,,21,53
3865,,Stampede Capital Ltd,GATECHDVR,Investment Banking & Brokerage,21,3
3866,,United Interactive Ltd,UNITEDINT,IT Services & Consulting,21,116
3867,,Shree Bhavya Fabrics Ltd,SBFL,Textiles,21,22
3868,,Dhanuka Realty Ltd,DRL,Real Estate,21,27
3869,,Quality RO Industries Ltd,QRIL,,21,98
3870,,Daulat Securities Ltd,DAULAT,Investment Banking & Brokerage,21,44
3871,,Rex Sealing & Packing Industries Ltd,REXSEAL,,20,115
3872,,Rita Finance and Leasing Ltd,RFLL,,20,20
3873,,Titaanium Ten Enterprise Ltd,TITAANIUM,Textiles,20,34
3874,,Ventura Textiles Ltd,VENTURA,,20,13
3875,,Gem Spinners India Ltd,GEMSPIN,Textiles,20,3
3876,,Indiabulls NIFTY50 Exchange Traded Fund,IBMFNIFTY,Equity,20,202
3877,,Shanti Guru Industries Ltd,SHANTIGURU,,20,17
3878,,Gautam Exim Ltd,GEL,Paper Products,20,65
3879,,Kunststoffe Industries Ltd,KUNSTOFF,Building Products - Pipes,20,27
3880,,Margo Finance Ltd,MARGOFIN,Diversified Financials,20,42
3881,,Polymac Thermoformers Ltd,POLYMAC,Plastic Products,20,41
3882,,Ironwood Education Ltd,IRONWOOD,,20,25
3883,,RTCL Ltd,RAGHUTOB,Real Estate,20,17
3884,,Euphoria Infotech (India) Ltd,EUPHORIAIT,,20,70
3885,,Kahan Packaging Ltd,KAHAN,,20,66
3886,,Jackson Investments Ltd,JACKSON,Investment Banking & Brokerage,20,1
3888,,Onesource Ideas Venture Ltd,OIVL,Investment Banking & Brokerage,20,61
3889,,Neeraj Paper Marketing Ltd,NEERAJ,Paper Products,20,21
3890,,Southern Latex Ltd,SOUTLAT,,20,23
3891,,Silly Monks Entertainment Ltd,SILLYMONKS,Advertising,20,19
3892,,Darshan Orna Ltd,DARSHANORNA,"Precious Metals, Jewellery & Watches",20,4
3893,,Blue Chip India Ltd,BLUECHIP,Asset Management,20,3
3894,,Billwin Industries Ltd,BILLWIN,,20,47
3895,,Brandbucket Media & Technology Ltd,BRANDBUCKT,,20,9
3896,,NMS Global Ltd,NMSRESRC,,20,60
3897,,Rodium Realty Ltd,RODIUM,Real Estate,20,74
3898,,Shree Metalloys Ltd,SHREMETAL,Metals - Copper,20,34
3900,,Samyak International Ltd,SAMYAKINT,,20,30
3901,,Gian Life Care Ltd,GIANLIFE,,20,22
3902,,Ras Resorts and Apart Hotels Ltd,RASRESOR,"Hotels, Resorts & Cruise Lines",20,38
3903,,Sujala Trading & Holdings Ltd,SUJALA,Diversified Financials,20,35
3904,,Paramount Cosmetics (India) Ltd,PARMCOS-B,FMCG - Personal Products,20,35
3905,,BNR Udyog Ltd,BNRUDY,IT Services & Consulting,20,63
3906,,Eastern Treads Ltd,EASTRED,Tires & Rubber,20,41
3907,,Interstate Oil Carrier Ltd,INTSTOIL,Logistics,20,40
3908,,Yash Innoventures Ltd,YASHINNO,,19,26
3909,,Rite Zone Chemcon India Ltd,RITEZONE,Construction & Engineering,19,45
3910,,Cindrella Hotels Ltd,CINDHO,,19,52
3911,,Husys Consulting Ltd,HUSYSLTD,Employment Services,19,85
3912,,MPL Plastics Ltd,MPL,Commodity Chemicals,19,16
3913,,Jagjanani Textiles Ltd,JAGJANANI,Textiles,19,12
3914,,Bothra Metals and Alloys Ltd,BMAL,,19,11
3915,,RO Jewels Ltd,ROJL,,19,4
3916,,Frontline corporation Ltd,FRONTCORP,,19,37
3917,,Palm Jewels Limited,PALMJEWELS,,19,21
3918,,White Organic Retail Ltd,WORL,Agro Products,19,6
3920,,Tokyo Finance Ltd,TOKYOFIN,,19,23
3921,,Ishita Drugs and Industries Ltd,ISHITADR,Pharmaceuticals,19,61
3922,,Solid Stone Co Ltd,SOLIDSTON,,19,32
3923,,Natraj Proteins Ltd,NATRAJPR,,19,48
3924,,Franklin Leasing and Finance Ltd,FRANKLIN,Diversified Financials,19,12
3925,,Helpage Finlease Ltd,HELPAGE,Diversified Financials,19,21
3926,,Mitshi India Ltd,MITSHI,Conglomerates,19,21
3927,,ISF Ltd,ISFL,Specialized Finance,19,2
3928,,Manraj Housing Finance Ltd,MANRAJH,,19,38
3929,,Koura Fine Diamond Jewelry Ltd,KOURA,,19,50
3930,,Nyssa Corporation Ltd,NYSSACORP,Real Estate,19,6
3931,,Mahaan Foods Ltd,MAHAANF,FMCG - Foods,19,50
3932,,GCM Securities Ltd,GCMSECU,Investment Banking & Brokerage,19,1
3933,,Sanblue Corporation Ltd,SANBLUE,Commodities Trading,19,38
3934,,Indo Cotspin Ltd,ICL,Textiles,19,50
3935,,Shiva Granito Export Ltd,SHIVAEXPO,Building Products - Granite,19,14
3936,,Link Pharmachem Ltd,LINKPH,,19,41
3937,,Beryl Drugs Ltd,BERLDRG,Pharmaceuticals,19,32
3938,,Sri Nachammai Cotton Mills Ltd,SRINACHA,Textiles,19,43
3939,,RICHA INFO SYSTEMS LIMITED,RICHA,Academic & Educational Services,19,70
3940,,Pecos Hotels and Pubs Ltd,PECOS,,19,121
3941,,Polo Hotels Ltd,POLOHOT,,19,8
3942,,Neueon Towers Ltd,NTL,Power Infrastructure,18,3
3943,,Kartik Investments Trust Ltd,KARTKIN,Diversified Financials,18,713
3944,,Adinath Textiles Ltd,ADINATH,Textiles,18,27
3945,,Rajkamal Synthetics Ltd,RAJKSYN,Textiles,18,27
3946,,Lime Chemicals Ltd,LIMECHM,Commodity Chemicals,18,26
3947,,Shreevatsaa Finance and Leasing Ltd,SHVFL,Diversified Financials,18,21
3948,,Inani Securities Ltd,INANISEC,,18,39
3949,,Madhya Pradesh Today Media Ltd,MPTODAY,Publishing,18,40
3950,,Amalgamated Electricity Company Ltd,AMALGAM,Electrical Components & Equipments,18,59
3952,,Enbee Trade and Finance Ltd,ENBETRD,Specialized Finance,18,12
3953,,Gujarat Hy Spin Ltd,GUJHYSPIN,,18,11
3954,,Step Two Corporation Ltd,STEP2COR,Investment Banking & Brokerage,18,41
3955,,Lypsa Gems & Jewellery Ltd,LYPSAGEMS,"Precious Metals, Jewellery & Watches",18,6
3956,,Ecs Biztech Ltd,ECS,,18,10
3957,,Hisar Spinning Mills Ltd,HISARSP,Textiles,18,50
3958,,Objectone Information Systems Ltd,OONE,IT Services & Consulting,18,14
3959,,Octaware Technologies Ltd,OCTAWARE,Software Services,18,51
3960,,Sibar Auto Parts Ltd,SIBARAUT,Auto Parts,18,10
3961,,Shyam Telecom Ltd,SHYAMTEL,Telecom Equipments,18,14
3962,,Hira Automobiles Ltd,HIRAUTO,Four Wheelers,18,65
3963,,Amrapali Capital and Finance Services Ltd,ACFSL,Investment Banking & Brokerage,18,18
3964,,Ajel Ltd,AJEL,,18,15
3965,,Veerkrupa Jewellers Ltd,VEERKRUPA,,18,1
3966,,Metalyst Forgings Ltd,METALFORGE,Auto Parts,18,4
3967,,Indo Euro Indchem Ltd,INDOEURO,,18,17
3968,,S M Gold Ltd,SMGOLD,"Precious Metals, Jewellery & Watches",18,17
3969,,Advance Petrochemicals Ltd,ADVPETR-B,Oil & Gas - Refining & Marketing,18,249
3970,,Saroja Pharma Industries India Ltd,SAROJA,Pharmaceuticals,18,42
3971,,Trinity League India Ltd,TRINITYLEA,,18,21
3972,,Amarnath Securities Ltd,AMARSEC,Investment Banking & Brokerage,18,62
3973,,BFL Asset Finvest Ltd,BFLAFL,Investment Banking & Brokerage,17,17
3974,,Vivo Collaboration Solutions Ltd,VIVO,Telecom Services,17,87
3975,,Raama Paper Mills Ltd,RAMAPPR-B,,17,18
3976,,Jai Mata Glass Ltd,JAIMATAG,Housewares,17,2
3978,,Kachchh Minerals Ltd,KACHCHH,Mining - Diversified,17,31
3979,,Marble City India Ltd,MARBLE,,17,15
3981,,Sinnar Bidi Udyog Ltd,SINNAR,FMCG - Tobacco,17,505
3982,,Sovereign Diamonds Ltd,SOVERDIA,"Precious Metals, Jewellery & Watches",17,29
3983,,Samtex Fashions Ltd,SAMTEX,Apparel & Accessories,17,2
3984,,Pradhin Ltd,PRADHIN,Agro Products,17,49
3985,,Amrapali Fincap Ltd,AMRAFIN,Diversified Financials,17,13
3986,,Tarini International Ltd,TARINI,Renewable Energy,17,13
3988,,Millennium Online Solutions (India) Ltd,MILLENNIUM,Technology Hardware,17,4
3989,,Harish Textile Engineers Ltd,HARISH,Industrial Machinery,17,47
3990,,Genesis IBRC India Ltd,GENESIS,,17,13
3991,,Lords Ishwar Hotels Ltd,LORDSHOTL,"Hotels, Resorts & Cruise Lines",17,23
3992,,Uniroyal Industries Ltd,UNIROYAL,,17,21
3993,,Olympic Oil Industries Ltd,OLYOI,Paper Products,17,57
3994,,Continental Chemicals Ltd,CONTCHM,Software Services,17,77
3995,,Kakatiya Textiles Ltd,KAKTEX,Textiles,17,27
3996,,Svaraj Trading and Agencies Ltd,ZSVARAJT,Commodities Trading,17,11
3997,,Sugal and Damani Share Brokers Ltd,SUGALDAM,Investment Banking & Brokerage,17,31
3998,,Abhishek Finlease Ltd,ABHIFIN,Consumer Finance,17,39
3999,,Transwind Infrastructures Ltd,TRANSWIND,Construction & Engineering,17,25
4000,,Shanti Overseas (India) Ltd,SHANTI,Packaged Foods & Meats,17,14
4001,,Tarai Foods Ltd,TARAI,Packaged Foods & Meats,17,9
4002,,DAPS Advertising Ltd,DAPS,,17,29
4003,,Vaxtex Cotfab Ltd,VCL,Textiles,17,1
4004,,Chandni Machines Ltd,CHANDNIMACH,Commodities Trading,17,46
4005,,Shricon Industries Ltd,SHRICON,Real Estate,16,139
4006,,Ador Multi Products Ltd,ADORMUL,FMCG - Personal Products,16,35
4007,,Mukat Pipes Ltd,MUKATPIP,Building Products - Pipes,16,12
4008,,PBA Infrastructure Ltd,PBAINFRA,,16,11
4010,,Sri Lakshmi Saraswathi Textiles (Arni) Ltd,SLSTLQ,Textiles,16,44
4011,,7NR Retail Ltd,7NR,Apparel & Accessories,16,5
4012,,Square Four Projects India Ltd,SFPIL,Real Estate,16,8
4013,,Mehta Integrated Finance Ltd,MEHIF,Diversified Financials,16,32
4014,,Parle Industries Ltd,PARLEIND,Commodities Trading,16,12
4015,,SVS Ventures Ltd,SVS,,16,8
4017,,Harshil Agrotech Ltd,HARSHILAGR,,16,16
4018,,KMG Milk Food Ltd,KMGMILK,FMCG - Foods,16,32
4019,,Stratmont Industries Ltd,STRATMONT,,16,42
4020,,Premier Capital Services Ltd,PREMCAP,Business Support Services,16,5
4021,,Kush Industries Ltd,KUSHIND,Textiles,16,13
4022,,Sahara Maritime Ltd,SMARITIME,,16,50
4024,,Nagarjuna Agri Tech Ltd,NAGTECH,Agro Products,16,18
4025,,Vishvprabha Ventures Ltd,VISVEN,Investment Banking & Brokerage,16,94
4026,,Muller and Phipps (India) Ltd,MULLER,FMCG - Personal Products,16,315
4027,,K K Fincorp Ltd,KKFIN,,16,34
4028,,Amforge Industries Ltd,AMFORG,Consumer Finance,16,10
4029,,Orosil Smiths India Ltd,OROSMITHS,"Precious Metals, Jewellery & Watches",16,4
4030,,Rander Corp Ltd,RANDER,Real Estate,16,13
4031,,Kkalpana Plastick Limited,KKPLASTICK,Plastic Products,16,31
4032,,Dalal Street Investments Ltd,DSINVEST,Investment Banking & Brokerage,16,479
4033,,Shahi Shipping Ltd,SHAHISHIP,,16,12
4034,,Tata Nifty India Digital Exchange Traded Fund,TNIDETF,Equity,16,78
4035,,Swarna Securities Ltd,SWRNASE,Investment Banking & Brokerage,15,51
4036,,Ekennis Software Service Ltd,EKENNIS,,15,95
4037,,IB Infotech Enterprises Ltd,IBINFO,,15,122
4040,,S V J Enterprises Ltd,SVJ,,15,28
4041,,Decipher Labs Ltd,DECIPHER,,15,17
4042,,Integrated Capital Services Ltd,ICSL,Business Support Services,15,4
4043,,Maitri Enterprises Ltd,MAITRI,Pharmaceuticals,15,33
4044,,Modern Shares and Stockbrokers Ltd,MODRNSH,Investment Banking & Brokerage,15,47
4045,,Shah Foods Ltd,SHAHFOOD,Packaged Foods & Meats,15,245
4046,,Hathway Bhawani Cabletel and Datacom Ltd,HATHWAYB,Cable & D2H,15,18
4047,,Super Fine Knitters Ltd,SKL,Apparel & Accessories,15,13
4048,,Alps Industries Ltd,ALPSINDUS,Textiles,15,4
4049,,Bloom Industries Ltd,BLOIN,Iron & Steel,15,24
4050,,Marg Techno-Projects Ltd,MTPL,Diversified Financials,15,26
4051,,Rajasthan Tube Manufacturing Co Ltd,RAJTUBE,,15,28
4052,,Sumeru Industries Ltd,SUMERUIND,,15,2
4053,,Prime Capital Market Ltd,PRIMECAPM,Diversified Financials,15,19
4054,,Natural Biocon (India) Ltd,NATURAL,,15,12
4055,,Arunis Abode Ltd,ARUNIS,,15,51
4056,,Omkar Speciality Chemicals Ltd,OMKARCHEM,Specialty Chemicals,15,7
4057,,Triveni Enterprises Ltd,TRIVENIENT,Commodities Trading,15,2
4058,,Ortin Laboratories Ltd,ORTINLAB,Pharmaceuticals,15,18
4059,,Rishabh Digha Steel and Allied Products Ltd,RISHDIGA,Iron & Steel,15,29
4060,,Computer Point Ltd,COMPUPN,IT Services & Consulting,15,5
4061,,Shree Ganesh Elastoplast Ltd,SHGANEL,,15,25
4062,,Kotia Enterprises Ltd,KEL,Industrial Machinery,15,20
4063,,Esaar (India) Ltd,ESARIND,Diversified Financials,15,7
4064,,Jindal Leasefin Ltd,JLL,Investment Banking & Brokerage,14,57
4065,,Opal Luxury Time Products Ltd,OPAL,"Precious Metals, Jewellery & Watches",14,43
4066,,Photoquip India Ltd,PHOTOQUP,Electronic Equipments,14,26
4067,,Neelkanth Ltd,NEELKANTH,,14,35
4068,,Panth Infinity Ltd,PANTH,Commodities Trading,14,7
4069,,Parshwanath Corp Ltd,PARSHWANA,Real Estate,14,44
4071,,Prima Agro Ltd,PRIMAGR,Agro Products,14,25
4072,,Vamshi Rubber Ltd,VAMSHIRU,,14,36
4073,,Indo-City Infotech Ltd,INDOCITY,Diversified Financials,14,14
4074,,SOFCOM Systems Ltd,SOFCOM,IT Services & Consulting,14,35
4075,,SMVD Poly Pack Ltd,SMVD,Packaging,14,14
4076,,GTN Textiles Ltd,GTNTEX,Textiles,14,13
4077,,Radaan Media Works India Ltd,RADAAN,Movies & TV Serials,14,2
4078,,Raj Packaging Industries Ltd,RAJPACK,,14,29
4079,,Gilada Finance and Investments Ltd,GILADAFINS,Investment Banking & Brokerage,14,10
4080,,Yashraj Containeurs Ltd,YASHRAJC,,14,9
4081,,Norben Tea and Exports Ltd,NORBTEAEXP,Tea & Coffee,14,12
4082,,S R G Securities Finance Ltd,SRGSFL,Consumer Finance,14,26
4083,,Padmanabh Alloys and Polymers Ltd,PADALPO,Plastic Products,14,25
4084,,Supreme (India) Impex Ltd,SIIL,Textiles,14,26
4085,,Alexander Stamps and Coin Ltd,ALEXANDER,Diversified Financials,14,15
4086,,Pratiksha Chemicals Ltd,PRATIKSH,Commodity Chemicals,14,23
4087,,Manav Infra Projects Ltd,MANAV,Construction & Engineering,14,20
4088,,Eastcoast Steel Ltd,ECSTSTL,Iron & Steel,14,25
4089,,Jakharia Fabric Ltd,JAKHARIA,Textiles,14,34
4090,,MRC Agrotech Ltd,MRCAGRO,Commodities Trading,14,13
4092,,Phyto Chem (India) Ltd,PHYTO,,14,32
4093,,Sonalis Consumer Products Ltd,SONALIS,,14,61
4094,,Bhudevi Infra Projects Ltd,BHUDEVI,,14,36
4095,,Usha Martin Education And Solutions Ltd,UMESLTD,Education Services,14,5
4096,,Radha Madhav Corp Ltd,RMCL,Packaging,14,2
4097,,Unjha Formulations Ltd,UNJHAFOR,FMCG - Personal Products,14,26
4098,,Tirth Plastic Ltd,TIRTPLS,,14,32
4099,,Prism Medico and Pharmacy Ltd,PRISMMEDI,Agro Products,14,22
4100,,India Lease Development Ltd,INDLEASE,Specialized Finance,14,9
4101,,LWS Knitwear Ltd,LWSKNIT,Textiles,14,28
4102,,Mipco Seamless Rings (Gujarat) Ltd,MPCOSEMB,,14,33
4103,,Sterling Greenwoods Ltd,STRGRENWO,Real Estate,14,32
4104,,Velox Industries Ltd,VELOXIND,,14,17
4105,,Milestone Global Limited,MILESTONE,,14,28
4106,,Vaksons Automobiles Ltd,NAKSH,,13,11
4107,,Rajdarshan Industries Ltd,ARENTERP,Mining - Diversified,13,42
4108,,Vivaa Tradecom Ltd,VIVAA,,13,32
4109,,Shivagrico Implements Ltd,SHIVAGR,Agricultural & Farm Machinery,13,26
4110,,Regent Enterprises Ltd,REGENTRP,,13,4
4111,,Jointeca Education Solutions Ltd,JOINTECAED,Software Services,13,13
4112,,Anka India Ltd,ANKIN,IT Services & Consulting,13,13
4113,,EVOQ Remedies Ltd,EVOQ,,13,9
4114,,Longview Tea Co Ltd,LONTE,Tea & Coffee,13,47
4115,,Norris Medicines Ltd,NORRIS,Pharmaceuticals,13,12
4116,,Asia Pack Ltd,ASIAPAK,Real Estate,13,53
4117,,Shree Steel Wire Ropes Ltd,SSWRL,Iron & Steel,13,39
4118,,Soma Papers and Industries Ltd,SOMAPPR,Paper Products,13,88
4119,,Asian Petro Products and Exports Ltd,ASINPET,Paper Products,13,15
4120,,SK International Export Ltd,SKIEL,Apparel & Accessories,13,17
4121,,Saianand Commercial Ltd,SAICOM,,13,1
4122,,R J Shah and Company Ltd,RJSHAH,Construction & Engineering,13,470
4123,,Simplex Mills Company Ltd,SIMPLXMIL,Textiles,13,4224
4124,,York Exports Ltd,YORKEXP,Textiles,13,39
4125,,Crane Infrastructure Ltd,CRANEINFRA,,13,19
4127,,Seasons Textiles Ltd,SEASONST,Textiles,13,18
4128,,Prabhat Dairy Ltd,PRABHAT,FMCG - Foods,13,100
4129,,Vikalp Securities Ltd,VIKALPS,Investment Banking & Brokerage,13,47
4130,,Kretto Syscon Ltd,KRETTOSYS,,13,1
4131,,Vani Commercials Ltd,VANICOM,Investment Banking & Brokerage,13,11
4132,,Rajputana Investment & Finance Ltd,RAJPUTANA,Investment Banking & Brokerage,13,46
4133,,Econo Trade (India) Ltd,ETIL,,13,7
4134,,Galaxy Agrico Exports Ltd,GALAGEX,Industrial Machinery,13,43
4135,,Gconnect Logitech and Supply Chain Ltd,GCONNECT,,13,33
4136,,Times Green Energy (India) Ltd,TIMESGREEN,,13,74
4137,,Suumaya Corporation Ltd,SUUMAYA,,13,5
4138,,Tradewell Holdings Ltd,TRADEWELL,,13,43
4141,,Amiable Logistics (India) Ltd,AMIABLE,Logistics,13,77
4142,,Libord Securities Ltd,LIBORD,Investment Banking & Brokerage,13,23
4143,,Surya India Ltd,SURYAINDIA,Real Estate,13,18
4144,,DCM Financial Services Ltd,DCMFINSERV,Consumer Finance,13,6
4145,,Shree Hanuman Sugar & Industries Ltd,HANSUGAR,Sugar,13,7
4146,,BCL Enterprises Ltd,BCLENTERPR,Diversified Financials,13,1
4148,,Deccan Bearings Ltd,DECANBRG,Industrial Machinery,13,63
4149,,Navigant Corporate Advisors Ltd,NAVIGANT,Investment Banking & Brokerage,13,40
4150,,Transpact Enterprises Ltd,TRANSPACT,Health Care Equipment & Supplies,13,326
4152,,S V Trading and Agencies Ltd,ZSVTRADI,Investment Banking & Brokerage,13,7
4153,,Span Divergent Ltd,SDL,,12,27
4154,,Siddha Ventures Ltd,SIDDHA,Investment Banking & Brokerage,12,11
4155,,BKM Industries Ltd,BKMINDST,Packaging,12,2
4156,,Elegant Floriculture & Agrotech (India) Ltd,ELEFLOR,Agro Products,12,6
4157,,Padam Cotton Yarns Ltd,PADAMCO,Textiles,12,35
4158,,Coastal Roadways Ltd,COARO,,12,27
4159,,Bacil Pharma Ltd,BACPHAR,Pharmaceuticals,12,27
4160,,Innovatus Entertainment Networks Ltd,INNOVATUS,,12,31
4161,,Synthiko Foils Ltd,SYNTHFO,Metals - Aluminium,12,71
4162,,Anna Infrastructures Ltd,ANNAINFRA,Real Estate,12,29
4163,,Creative Eye Ltd,CREATIVEYE,Movies & TV Serials,12,7
4164,,Harmony Capital Services Ltd,HRMNYCP,Investment Banking & Brokerage,12,45
4165,,Duke Offshore Ltd,DUKEOFS,Oil & Gas - Equipment & Services,12,15
4166,,Sailani Tours N Travel Limited,SAILANI,,12,23
4167,,Eurotex Industries and Exports Ltd,EUROTEXIND,Textiles,12,13
4168,,Stellar Capital Services Ltd,STELLAR,,12,5
4170,,Vedant Asset Ltd,VEDANTASSET,,12,39
4171,,Ashish Polyplast Ltd,ASHISHPO,Building Products - Pipes,12,41
4173,,Innovative Tyres & Tubes Ltd,INNOVATIVE,Tires & Rubber,12,7
4174,,Amraworld Agrico Ltd,AMRAAGRI,Commodities Trading,12,1
4175,,SRU Steels Ltd,SRUSTEELS,Iron & Steel,12,10
4176,,Ganga Pharmaceuticals Ltd,GANGAPHARM,Pharmaceuticals,12,25
4177,,Kalyani Commercials Ltd,KALYANI,Consumer Finance,12,119
4178,,Minaxi Textiles Ltd,MINAXI,Textiles,12,2
4179,,Consecutive Investments & Trading Co Ltd,CITL,Investment Banking & Brokerage,12,40
4180,,Sabrimala Industries India Ltd,SIIL,Technology Hardware,12,12
4181,,Panabyte Technologies Ltd,PANABYTE,Commodities Trading,12,25
4182,,Ajwa Fun World and Resort Ltd,AJWAFUN,Theme Parks & Gaming,12,21
4183,,Konark Synthetic Ltd,KONARKSY,,12,20
4184,,Beryl Securities Ltd,BERYLSE,Diversified Financials,12,22
4185,,Golechha Global Finance Ltd,GOLECHA,Diversified Financials,12,23
4186,,Rajasthan Cylinders and Containers Ltd,RCCL,Oil & Gas - Storage & Transportation,12,35
4187,,Genomic Valley Biotech Ltd,GVBL,Biotechnology,12,37
4188,,Supertex Industries Ltd,SUPERTEX,Textiles,12,9
4189,,Chemo Pharma Laboratories Ltd,CHEMOPH,Pharmaceuticals,12,71
4190,,Bharat Bhushan Finance And Commodity Brokers Ltd,BHARAT,Diversified Financials,12,35
4191,,Parmax Pharma Ltd,PARMAX,,12,30
4193,,Gemstone Investments Ltd,GEMSI,Consumer Finance,12,1
4194,,Sharpline Broadcast Ltd,SHARPLINE,,12,7
4195,,Suncity Synthetics Ltd,SUNCITYSY,Textiles,12,26
4196,,Niraj Ispat Industries Ltd,NIRAJISPAT,Textiles,11,191
4197,,Sanchay Finvest Ltd,SANCF,,11,36
4198,,Foundry Fuel Products Ltd,FFPL,Metals - Coke,11,14
4199,,Anjani Finance Ltd,ANJANIFIN,Diversified Financials,11,11
4200,,Suryavanshi Spinning Mills Ltd,SURYVANSP,Textiles,11,24
4202,,Northlink Fiscal and Capital Services Ltd,NORTHLINK,Construction & Engineering,11,32
4203,,Sita Enterprises Ltd,SITAENT,Diversified Financials,11,39
4204,,Cubical Financial Services Ltd,CUBIFIN,,11,2
4206,,Kuwer Industries Ltd,KUWERIN,Packaging,11,12
4207,,Premier Ltd,PREMIER,Industrial Machinery,11,3
4208,,Pyxis Finvest Ltd,PYXISFIN,Diversified Financials,11,10
4209,,Scan Projects Ltd,SCANPRO,Industrial Machinery,11,50
4210,,Blue Coast Hotels Ltd,BLUECOAST,"Hotels, Resorts & Cruise Lines",11,9
4211,,Disha Resources Ltd,DRL,,11,16
4212,,Adline Chem Lab Ltd,ADLINE,,11,18
4213,,SI Capital & Financial Services Ltd,SICAPIT,Tour & Travel Services,11,32
4214,,KMF Builders and Developers Ltd,KMFBLDR,Real Estate,11,9
4215,,Kashyap Tele-Medicines Ltd,KASHYAP,Software Services,11,2
4216,,Pasari Spinning Mills Ltd,PASARI,Textiles,11,9
4217,,Soni Medicare Ltd,SML,Hospitals & Diagnostic Centres,11,23
4218,,Shukra Bullions Ltd,SKRABUL,,11,20
4219,,Kandagiri Spinning Millis Ltd,KANDAGIRI,Textiles,11,28
4220,,VR Woodart Ltd,VRWODAR,,11,7
4221,,Gallops Enterprise Ltd,GALLOPENT,,11,23
4222,,Sun Retail Ltd,SUNRETAIL,Agro Products,11,1
4223,,Rajasthan Petro Synthetics Ltd,RAJSPTR,Logistics,11,3
4224,,VCU Data Management Ltd,VCU,Electronic Equipments,11,7
4226,,Gowra Leasing and Finance Ltd,GOWRALE,Consumer Finance,11,40
4227,,RAP Media Ltd,RAP,Real Estate,11,19
4228,,Market Creators Ltd,MKTCREAT,Investment Banking & Brokerage,11,10
4229,,Catvision Ltd,CATVISION,Communication & Networking,11,20
4230,,Sab Events & Governance Now Media Ltd,SABEVENTS,Publishing,11,9
4232,,Lippi Systems Ltd,LIPPISYS,Industrial Machinery,11,16
4233,,United Credit Ltd,UNITDCR,,11,21
4234,,KOBO Biotech Ltd,KOBO,,11,4
4235,,Shyamkamal Investments Ltd,SHYMINV,,11,10
4236,,Parker Agro Chem Exports Ltd,PARKERAC,,11,21
4237,,K Z Leasing and Finance Ltd,KZLFIN,Consumer Finance,11,31
4238,,Bisil Plast Ltd,BISIL,Plastic Products,11,2
4239,,Colinz Laboratories Ltd,COLINZ,Pharmaceuticals,11,39
4240,,Risa International Ltd,RISAINTL,,11,1
