Sr_No,Cap_Type,Name,Ticker,Sub_Sector,Market_Cap,Close_Price
935,Small Cap,Dhani Services Ltd,DHANI,Investment Banking & Brokerage,2679,46
936,Small Cap,Mold-Tek Packaging Ltd,MOLDTKPAC,Plastic Products,2679,743
937,Small Cap,Polyplex Corp Ltd,POLYPLEX,Commodity Chemicals,2672,809
938,Small Cap,Lumax Industries Ltd,LUMAXIND,Auto Parts,2671,2586
939,Small Cap,Vindhya Telelinks Ltd,VINDHYATEL,Telecom Equipments,2662,2150
940,Small Cap,Vardhman Special Steels Ltd,VSSL,Iron & Steel,2657,300
941,Small Cap,Alembic Ltd,ALEMBICLTD,Pharmaceuticals,2654,99
942,Small Cap,PSP Projects Ltd,PSPPROJECT,Construction & Engineering,2653,671
943,Small Cap,Thirumalai Chemicals Ltd,TIRUMALCHM,Commodity Chemicals,2645,255
945,Small Cap,Spectrum Electrical Industries Ltd,SPECTRUM,Electrical Components & Equipments,2641,1694
946,Small Cap,MPS Ltd,MPSLTD,Publishing,2629,1775
947,Small Cap,EMS Ltd,EMSLIMITED,Construction & Engineering,2620,490
948,Small Cap,SEPC Ltd,SEPC,Construction & Engineering,2608,19
949,Small Cap,Moschip Technologies Ltd,MOSCHIP,Software Services,2591,129
950,Small Cap,Honda India Power Products Ltd,HONDAPOWER,Industrial Machinery,2587,2646
951,Small Cap,Venky's (India) Ltd,VENKEYS,Packaged Foods & Meats,2587,1766
952,Small Cap,Websol Energy System Ltd,WEBELSOLAR,Renewable Energy Equipment & Services,2584,556
953,Small Cap,Capacite Infraprojects Ltd,CAPACITE,Construction & Engineering,2583,308
955,Small Cap,Ugro Capital Ltd,UGROCAP,Investment Banking & Brokerage,2576,284
956,Small Cap,Tatva Chintan Pharma Chem Ltd,TATVA,Specialty Chemicals,2567,1023
957,Small Cap,Sai Silks (Kalamandir) Ltd,KALAMANDIR,Textiles,2565,179
958,Small Cap,DEN Networks Ltd,DEN,Cable & D2H,2536,49
959,Small Cap,Dolat Algotech Ltd,DOLATALGO,Investment Banking & Brokerage,2526,136
960,Small Cap,Hindustan Oil Exploration Company Ltd,HINDOILEXP,Oil & Gas - Exploration & Production,2525,193
961,Small Cap,Vakrangee Limited,VAKRANGEE,Outsourced services,2523,22
962,Small Cap,Oriental Hotels Ltd,ORIENTHOT,"Hotels, Resorts & Cruise Lines",2519,136
963,Small Cap,Morepen Laboratories Ltd,MOREPENLAB,Pharmaceuticals,2500,47
964,Small Cap,Divgi TorqTransfer Systems Ltd,DIVGIITTS,Industrial Machinery,2499,713
965,Small Cap,Ajmera Realty & Infra India Ltd,AJMERA,Real Estate,2495,665
966,Small Cap,Satin Creditcare Network Ltd,SATIN,Consumer Finance,2487,223
967,Small Cap,Mangalam Cement Ltd,MANGLMCEM,Cement,2485,895
968,Small Cap,SG Finserve Ltd,SGFIN,,2477,429
969,Small Cap,Geojit Financial Services Ltd,GEOJITFSL,Investment Banking & Brokerage,2466,98
970,Small Cap,India Glycols Ltd,INDIAGLYCO,Commodity Chemicals,2463,766
971,Small Cap,Paramount Communications Ltd,PARACABLES,Cables,2459,76
972,Small Cap,BLS E-Services Ltd,BLSE,IT Services & Consulting,2450,246
973,Small Cap,RPG Life Sciences Limited,RPGLIFE,Pharmaceuticals,2449,1426
974,Small Cap,Quick Heal Technologies Ltd,QUICKHEAL,IT Services & Consulting,2445,451
975,Small Cap,Sanghi Industries Ltd,SANGHIIND,Cement,2445,94
976,Small Cap,Accelya Solutions India Ltd,ACCELYA,Software Services,2438,1611
977,Small Cap,Eveready Industries India Ltd,EVEREADY,Batteries,2435,333
978,Small Cap,ADF Foods Ltd,ADFFOODS,Packaged Foods & Meats,2435,214
979,Small Cap,TAJ GVK Hotels and Resorts Ltd,TAJGVK,"Hotels, Resorts & Cruise Lines",2427,329
980,Small Cap,Foseco India Ltd,FOSECOIND,Specialty Chemicals,2418,3738
981,Small Cap,DISA India Ltd,DISAQ,Industrial Machinery,2417,15331
982,Small Cap,Mahanagar Telephone Nigam Ltd,MTNL,Telecom Services,2407,40
983,Small Cap,Bhansali Engg Polymers Ltd,BEPL,Commodity Chemicals,2405,94
984,Small Cap,Uniparts India Ltd,UNIPARTS,Industrial Machinery,2403,487
985,Small Cap,Artemis Medicare Services Ltd,ARTEMISMED,Business Support Services,2403,175
986,Small Cap,Kingfa Science and Technology (India) Ltd,KINGFA,Commodity Chemicals,2398,1910
987,Small Cap,Sigachi Industries Ltd,SIGACHI,Commodity Chemicals,2391,66
988,Small Cap,Ge Power India Ltd,GEPIL,Construction & Engineering,2364,325
989,Small Cap,Man Industries (India) Ltd,MANINDS,Building Products - Pipes,2362,375
990,Small Cap,Mayur Uniquoters Ltd,MAYURUNIQ,Textiles,2358,533
991,Small Cap,KCP Ltd,KCP,Cement,2357,183
992,Small Cap,Huhtamaki India Ltd,HUHTAMAKI,Packaging,2345,306
993,Small Cap,Precision Wires India Ltd,PRECWIRE,Electrical Components & Equipments,2345,129
994,Small Cap,Sasken Technologies Ltd,SASKEN,Software Services,2342,1490
995,Small Cap,Fino Payments Bank Ltd,FINOPB,Private Banks,2332,277
996,Small Cap,Vidhi Specialty Food Ingredients Ltd,VIDHIING,Commodity Chemicals,2315,467
997,Small Cap,Bhagiradha Chemicals and Industries Ltd,BHAGCHEM,Fertilizers & Agro Chemicals,2304,192
998,Small Cap,Carysil Ltd,CARYSIL,Home Furnishing,2299,798
999,Small Cap,Optiemus Infracom Ltd,OPTIEMUS,Technology Hardware,2295,253
1000,Small Cap,Mukand Ltd,MUKANDLTD,Iron & Steel,2289,156
1001,Small Cap,Praveg Ltd,PRAVEG,,2275,814
1002,Small Cap,PC Jeweller Ltd,PCJEWELLER,"Precious Metals, Jewellery & Watches",2267,49
1003,Small Cap,Globus Spirits Ltd,GLOBUSSPR,Alcoholic Beverages,2260,701
1004,Small Cap,Jindal Poly Films Ltd,JINDALPOLY,Packaging,2259,492
1005,Small Cap,Tarsons Products Ltd,TARSONS,Health Care Equipment & Supplies,2259,414
1006,Small Cap,Astec Lifesciences Ltd,ASTEC,Fertilizers & Agro Chemicals,2251,1096
1007,Small Cap,IKIO Lighting Ltd,IKIO,Electrical Components & Equipments,2243,263
1008,Small Cap,IFGL Refractories Ltd,IFGLEXPOR,Industrial Machinery,2239,599
1009,Small Cap,Indraprastha Medical Corporation Ltd,INDRAMEDCO,Hospitals & Diagnostic Centres,2236,240
1010,Small Cap,Solara Active Pharma Sciences Ltd,SOLARA,Pharmaceuticals,2225,407
1011,Small Cap,RPSG Ventures Ltd,RPSGVENT,Packaged Foods & Meats,2221,655
1012,Small Cap,EIH Associated Hotels Ltd,EIHAHOTELS,"Hotels, Resorts & Cruise Lines",2217,718
1013,Small Cap,Jyoti Structures Ltd,JYOTISTRUC,Power Transmission & Distribution,2207,26
1014,Small Cap,Federal-Mogul Goetze (India) Ltd,FMGOETZE,Auto Parts,2207,397
1015,Small Cap,Rashi Peripherals Ltd,RPTECH,Technology Hardware,2200,310
1016,Small Cap,SJS Enterprises Ltd,SJS,Auto Parts,2200,729
1017,Small Cap,Xpro India Ltd,XPROINDIA,Plastic Products,2198,980
1018,Small Cap,IOL Chemicals and Pharmaceuticals Ltd,IOLCP,Commodity Chemicals,2182,360
1019,Small Cap,Owais Metal and Mineral Processing Ltd,OWAIS,Metals - Diversified,2181,1271
1021,Small Cap,Suratwwala Business Group Ltd,SBGLP,Real Estate,2178,121
1022,Small Cap,Suven Life Sciences Ltd,SUVEN,Pharmaceuticals,2174,92
1023,Small Cap,Centum Electronics Ltd,CENTUM,Electronic Equipments,2171,1749
1024,Small Cap,Arman Financial Services Ltd,ARMANFIN,Consumer Finance,2169,2006
1025,Small Cap,Udaipur Cement Works Ltd,UDAICEMENT,Cement,2161,38
1026,Small Cap,EFC (I) Ltd,EFCIL,,2161,406
1027,Small Cap,BF Investment Ltd,BFINVEST,Asset Management,2154,577
1028,Small Cap,Balmer Lawrie Investments Ltd,BLIL,Conglomerates,2154,840
1029,Small Cap,Axiscades Technologies Ltd,AXISCADES,Construction & Engineering,2146,476
1030,Small Cap,Marathon Nextgen Realty Ltd,MARATHON,Real Estate,2146,380
1031,Small Cap,Yatra Online Ltd,YATRA,Online Services,2142,130
1032,Small Cap,Bombay Super Hybrid Seeds Ltd,BSHSL,Seeds,2142,199
1033,Small Cap,Parag Milk Foods Ltd,PARAGMILK,FMCG - Foods,2119,168
1034,Small Cap,Madhya Bharat Agro Products Ltd,MBAPL,Fertilizers & Agro Chemicals,2117,235
1035,Small Cap,Universal Cables Ltd,UNIVCABLES,Cables,2112,612
1036,Small Cap,Andrew Yule & Co Ltd,ANDREWYU,,2111,39
1037,Small Cap,Genesys International Corporation Ltd,GENESYS,IT Services & Consulting,2109,517
1038,Small Cap,Panama Petrochem Ltd,PANAMAPET,Specialty Chemicals,2101,358
1039,Small Cap,JITF Infralogistics Ltd,JITFINFRA,Shipbuilding,2098,850
1040,Small Cap,Jagran Prakashan Ltd,JAGRAN,Publishing,2098,90
1041,Small Cap,Jain Irrigation Systems Ltd DVR,JISLDVREQS,Agricultural & Farm Machinery,2092,32
1042,Small Cap,Abans Holdings Ltd,AHL,Investment Banking & Brokerage,2090,403
1043,Small Cap,Suryoday Small Finance Bank Ltd,SURYODAY,Private Banks,2090,197
1044,Small Cap,TTK Healthcare Ltd,TTKHLTCARE,Pharmaceuticals,2087,1464
1045,Small Cap,Apcotex Industries Ltd,APCOTEXIND,Specialty Chemicals,2084,407
1046,Small Cap,KKRRAFTON Developers Limited,KDL,Construction & Engineering,2083,226
1047,Small Cap,Yasho Industries Ltd,YASHO,Specialty Chemicals,2083,1784
1048,Small Cap,Gokul Agro Resources Ltd,GOKULAGRO,Packaged Foods & Meats,2079,149
1049,Small Cap,Seshasayee Paper and Boards Ltd,SESHAPAPER,Paper Products,2077,315
1050,Small Cap,Hi-Tech Pipes Ltd,HITECH,Building Products - Pipes,2074,123
1051,Small Cap,Rupa & Company Ltd,RUPA,Apparel & Accessories,2066,246
1052,Small Cap,Andhra Paper Ltd,ANDHRAPAP,Paper Products,2066,499
1053,Small Cap,Orient Green Power Company Ltd,GREENPOWER,Renewable Energy,2064,21
1054,Small Cap,Meghmani Organics Ltd,MOL,Commodity Chemicals,2064,79
1055,Small Cap,Jindal Drilling and Industries Ltd,JINDRILL,Oil & Gas - Equipment & Services,2059,628
1056,Small Cap,Ramco Industries Ltd,RAMCOIND,Cement,2058,232
1057,Small Cap,Tanfac Industries Ltd,TANFACIND,Diversified Chemicals,2054,1999
1058,Small Cap,Hi-Tech Gears Ltd,HITECHGEAR,Auto Parts,2050,975
1059,Small Cap,Amrutanjan Health Care Ltd,AMRUTANJAN,Pharmaceuticals,2041,692
1060,Small Cap,Prataap Snacks Ltd,DIAMONDYD,Packaged Foods & Meats,2040,847
1061,Small Cap,Siyaram Silk Mills Ltd,SIYSIL,Textiles,2036,441
1062,Small Cap,Vishnu Chemicals Ltd,VISHNU,Diversified Chemicals,2033,316
1063,Small Cap,Gandhar Oil Refinery (INDIA) Ltd,GANDHAR,Oil & Gas - Refining & Marketing,2019,200
1064,Small Cap,Filatex Fashions Ltd,FILATFASH,,2012,11
1065,Small Cap,Media Matrix Worldwide Ltd,MMWL,Advertising,2011,16
1066,Small Cap,Welspun Specialty Solutions Ltd,WELSPLSOL,Iron & Steel,2006,36
1067,Small Cap,Irm Energy Ltd,IRMENERGY,Gas Distribution,2001,482
1068,Small Cap,Vishnu Prakash R Punglia Ltd,VPRPL,Construction & Engineering,1999,177
1069,Small Cap,Peninsula Land Ltd,PENINLAND,Real Estate,1996,60
1070,Small Cap,Updater Services Ltd,UDS,Business Support Services,1993,284
1071,Small Cap,Barbeque-Nation Hospitality Ltd,BARBEQUE,Restaurants & Cafes,1989,518
1072,Small Cap,GTL Infrastructure Ltd,GTLINFRA,Telecom Infrastructure,1985,2
1074,Small Cap,Dcm Shriram Industries Ltd,DCMSRIND,Packaged Foods & Meats,1982,213
1075,Small Cap,Pennar Industries Ltd,PENIND,Iron & Steel,1979,144
1076,Small Cap,Shriram Properties Ltd,SHRIRAMPPS,Real Estate,1974,114
1077,Small Cap,Monarch Networth Capital Ltd,MONARCH,Investment Banking & Brokerage,1970,541
1078,Small Cap,Themis Medicare Ltd,THEMISMED,Pharmaceuticals,1963,210
1079,Small Cap,NIBE Ltd,NIBE,,1958,1690
1080,Small Cap,Bharat Wire Ropes Ltd,BHARATWIRE,Iron & Steel,1948,274
1081,Small Cap,Mufin Green Finance Ltd,MUFIN,Specialized Finance,1948,113
1082,Small Cap,Kalyani Investment Company Ltd,KICL,Asset Management,1944,4472
1083,Small Cap,GTPL Hathway Ltd,GTPL,Cable & D2H,1937,163
1084,Small Cap,Tinna Rubber and Infrastructure Ltd,TINNARUBR,Tires & Rubber,1931,1295
1085,Small Cap,Expleo Solutions Ltd,EXPLEOSOL,Software Services,1928,1202
1086,Small Cap,Brightcom Group Ltd,BCG,Advertising,1928,11
1087,Small Cap,Gocl Corporation Ltd,GOCLCORP,Commodity Chemicals,1927,385
1088,Small Cap,Rama Steel Tubes Ltd,RAMASTEEL,Building Products - Pipes,1922,12
1089,Small Cap,TCPL Packaging Ltd,TCPLPACK,Packaging,1912,2117
1090,Small Cap,Krsnaa Diagnostics Ltd,KRSNAA,Hospitals & Diagnostic Centres,1912,569
1091,Small Cap,Everest Industries Ltd,EVERESTIND,Building Products - Prefab Structures,1907,1087
1092,Small Cap,HDFC Gold Exchange Traded Fund,HDFCGOLD,Gold,1906,63
1093,Small Cap,Sangam (India) Ltd,SANGAMIND,Textiles,1905,363
1096,Small Cap,Nitin Spinners Ltd,NITINSPIN,Textiles,1899,319
1097,Small Cap,Ador Welding Ltd,ADORWELD,Industrial Machinery,1890,1264
1098,Small Cap,PIX Transmissions Ltd,PIXTRANS,Industrial Machinery,1883,1295
1099,Small Cap,John Cockerill India Ltd,COCKERILL,,1880,3639
1100,Small Cap,Rossell India Ltd,ROSSELLIND,Tea & Coffee,1880,443
1101,Small Cap,Pnb Gilts Ltd,PNBGILTS,Investment Banking & Brokerage,1878,104
1102,Small Cap,Reliance Industrial Infrastructure Ltd,RIIL,Oil & Gas - Storage & Transportation,1878,1237
1103,Small Cap,HIL Ltd,HIL,Cement,1874,2517
1104,Small Cap,Goldiam International Ltd,GOLDIAM,"Precious Metals, Jewellery & Watches",1863,156
1105,Small Cap,Swelect Energy Systems Ltd,SWELECTES,Electrical Components & Equipments,1859,1263
1106,Small Cap,Mishtann Foods Ltd,MISHTANN,FMCG - Foods,1855,17
1107,Small Cap,Deep Industries Ltd,DEEPINDS,Oil & Gas - Equipment & Services,1844,277
1108,Small Cap,Epack Durable Ltd,EPACK,Home Electronics & Appliances,1840,181
1109,Small Cap,Tamilnadu Newsprint & Papers Ltd,TNPL,Paper Products,1840,251
1110,Small Cap,63 Moons Technologies Ltd,63MOONS,IT Services & Consulting,1835,332
1111,Small Cap,HLV Ltd,HLVLTD,"Hotels, Resorts & Cruise Lines",1833,26
1112,Small Cap,Motisons Jewellers Ltd,MOTISONS,Apparel & Accessories Retailers,1832,173
1113,Small Cap,Talbros Automotive Components Ltd,TALBROAUTO,Auto Parts,1831,287
1114,Small Cap,Rane Holdings Ltd,RANEHOLDIN,Auto Parts,1826,1195
1115,Small Cap,Alicon Castalloy Ltd,ALICON,Auto Parts,1823,1068
1116,Small Cap,Servotech Power Systems Ltd,SERVOTECH,Electrical Components & Equipments,1816,84
1117,Small Cap,Kilburn Engineering Ltd,KLBRENG-B,Industrial Machinery,1814,403
1118,Small Cap,Cantabil Retail India Ltd,CANTABIL,Apparel & Accessories,1814,212
1119,Small Cap,Precision Camshafts Ltd,PRECAM,Auto Parts,1805,188
1120,Small Cap,Nalwa Sons Investments Ltd,NSIL,Asset Management,1795,3434
1121,Small Cap,Aeroflex Industries Ltd,AEROFLEX,Iron & Steel,1793,135
1122,Small Cap,Sirca Paints India Ltd,SIRCA,Paints,1793,311
1123,Small Cap,Wheels India Ltd,WHEELS,Auto Parts,1789,660
1124,Small Cap,Rishabh Instruments Ltd,RISHABH,Electrical Components & Equipments,1770,431
1125,Small Cap,Alphalogic Techsys Ltd,ALPHALOGIC,Software Services,1761,311
1126,Small Cap,GNA Axles Ltd,GNA,Auto Parts,1756,388
1127,Small Cap,SMS Pharmaceuticals Ltd,SMSPHARMA,Pharmaceuticals,1738,194
1128,Small Cap,Pokarna Ltd,POKARNA,Cement,1733,553
1129,Small Cap,Bigbloc Construction Ltd,BIGBLOC,Building Products - Granite,1731,229
1130,Small Cap,Indian Hume Pipe Company Ltd,INDIANHUME,Water Management,1729,323
1131,Small Cap,Agro Tech Foods Ltd,ATFL,Packaged Foods & Meats,1727,675
1132,Small Cap,GVK Power & Infrastructure Ltd,GVKPIL,Airports,1721,11
1133,Small Cap,SMC Global Securities Ltd,SMCGLOBAL,Investment Banking & Brokerage,1711,168
1134,Small Cap,V2 Retail Ltd,V2RETAIL,Retail - Apparel,1709,538
1135,Small Cap,Oriental Rail Infrastructure Ltd,ORIRAIL,Rail,1706,245
1136,Small Cap,India Power Corporation Ltd,DPSCLTD,Power Generation,1704,17
1137,Small Cap,Indo Tech Transformers Ltd,INDOTECH,Heavy Electrical Equipments,1704,1678
1138,Small Cap,Fairchem Organics Ltd,FAIRCHEMOR,Specialty Chemicals,1700,1251
1139,Small Cap,Omaxe Ltd,OMAXE,Real Estate,1697,93
1140,Small Cap,Filatex India Ltd,FILATEX,Textiles,1692,54
1141,Small Cap,Suraj Estate Developers Ltd,SURAJEST,"Real Estate Rental, Development & Operations",1692,392
1142,Small Cap,Waaree Technologies Ltd,WAAREE,Specialty Chemicals,1691,1543
1143,Small Cap,Nelco Ltd,NELCO,Communication & Networking,1688,728
1144,Small Cap,Deccan Gold Mines Ltd,DECNGOLD,Mining - Diversified,1684,109
1145,Small Cap,Sadhana Nitro Chem Ltd,SADHNANIQ,Specialty Chemicals,1682,56
1146,Small Cap,5Paisa Capital Ltd,5PAISA,Diversified Financials,1668,516
1147,Small Cap,Camlin Fine Sciences Ltd,CAMLINFINE,Specialty Chemicals,1664,95
1148,Small Cap,Popular Vehicles and Services Ltd,PVSL,Four Wheelers,1660,219
1149,Small Cap,Rico Auto Industries Ltd,RICOAUTO,Auto Parts,1659,121
1150,Small Cap,Insecticides (India) Ltd,INSECTICID,Fertilizers & Agro Chemicals,1659,519
1151,Small Cap,Refex Industries Ltd,REFEX,Commodity Chemicals,1654,137
1152,Small Cap,Shankara Building Products Ltd,SHANKARA,Building Products - Pipes,1653,693
1153,Small Cap,Hariom Pipe Industries Ltd,HARIOMPIPE,Building Products - Pipes,1652,567
1154,Small Cap,Kiri Industries Ltd,KIRIINDUS,Specialty Chemicals,1651,305
1155,Small Cap,Stove Kraft Ltd,STOVEKRAFT,Home Electronics & Appliances,1642,488
1156,Small Cap,Centrum Capital Ltd,CENTRUM,Diversified Financials,1638,39
1157,Small Cap,Spright Agro Ltd,SPRIGHT,,1636,29
1158,Small Cap,Alpex Solar Ltd,ALPEXSOLAR,Renewable Energy Equipment & Services,1635,632
1159,Small Cap,Ram Ratna Wires Ltd,RAMRAT,Electrical Components & Equipments,1634,358
1160,Small Cap,Polo Queen Industrial and Fintech Ltd,PQIF,FMCG - Household Products,1626,47
1161,Small Cap,Jubilant Industries Ltd,JUBLINDS,Diversified Chemicals,1609,1272
1162,Small Cap,Subex Ltd,SUBEXLTD,Software Services,1607,28
1163,Small Cap,Jyoti Resins and Adhesives Ltd,JYOTIRES,Commodity Chemicals,1595,1314
1164,Small Cap,Master Trust Ltd,MASTERTR,Diversified Financials,1593,715
1165,Small Cap,Sky Gold Ltd,SKYGOLD,"Precious Metals, Jewellery & Watches",1592,1210
1166,Small Cap,Igarashi Motors India Ltd,IGARASHI,Auto Parts,1579,466
1167,Small Cap,Paushak Ltd,PAUSHAKLTD,Specialty Chemicals,1577,5027
1168,Small Cap,Raghav Productivity Enhancers Ltd,RPEL,Commodity Chemicals,1577,684
1169,Small Cap,TIL Ltd,TIL,Heavy Machinery,1575,254
1170,Small Cap,Dynacons Systems and Solutions Ltd,DSSL,IT Services & Consulting,1575,1194
1171,Small Cap,Yuken India Ltd,YUKEN,Industrial Machinery,1571,1163
1172,Small Cap,Everest Kanto Cylinder Ltd,EKC,Gas Distribution,1571,125
1173,Small Cap,Summit Securities Ltd,SUMMITSEC,Asset Management,1564,1379
1174,Small Cap,New Delhi Television Ltd,NDTV,TV Channels & Broadcasters,1562,263
1175,Small Cap,Shree Digvijay Cement Co Ltd,SHREDIGCEM,Cement,1560,105
1176,Small Cap,Hercules Hoists Ltd,HERCULES,Industrial Machinery,1554,462
1177,Small Cap,Spacenet Enterprises India Ltd,SPCENET,Online Services,1552,28
1178,Small Cap,DCW Ltd,DCW,Commodity Chemicals,1550,52
1179,Small Cap,Steel Exchange India Ltd,STEELXIND,Iron & Steel,1545,13
1180,Small Cap,Rajoo Engineers Ltd,RAJOOENG,Industrial Machinery,1539,275
1181,Small Cap,India Nippon Electricals Ltd,INDNIPPON,Auto Parts,1533,686
1182,Small Cap,Allsec Technologies Ltd,ALLSEC,IT Services & Consulting,1526,1040
1183,Small Cap,I G Petrochemicals Ltd,IGPL,Specialty Chemicals,1524,495
1184,Small Cap,Madras Fertilizers Ltd,MADRASFERT,Fertilizers & Agro Chemicals,1524,93
1185,Small Cap,B L Kashyap and Sons Ltd,BLKASHYAP,Construction & Engineering,1524,67
1186,Small Cap,Texmaco Infrastructure & Holdings Ltd,TEXINFRA,Real Estate,1521,119
1187,Small Cap,Hester Biosciences Ltd,HESTERBIO,Biotechnology,1517,1799
1188,Small Cap,Blue Cloud Softech Solutions Ltd,BLUECLOUDS,Software Services,1517,89
1189,Small Cap,Navkar Corporation Ltd,NAVKARCORP,Logistics,1514,97
1190,Small Cap,Elpro International Ltd,ELPROINTL,Real Estate,1514,92
1191,Small Cap,Southern Petrochemical Industries Corporation Ltd,SPIC,Fertilizers & Agro Chemicals,1513,72
1192,Small Cap,Dr Agarwal's Eye Hospital Ltd,DRAGARWQ,Hospitals & Diagnostic Centres,1504,3095
1193,Small Cap,Tourism Finance Corporation of India Ltd,TFCILTD,Specialized Finance,1504,167
1195,Small Cap,S.P.Apparels Ltd,SPAL,Apparel & Accessories,1499,574
1196,Small Cap,Capital Small Finance Bank Ltd,CAPITALSFB,Private Banks,1496,330
1197,Small Cap,Atul Auto Ltd,ATULAUTO,Three Wheelers,1496,511
1198,Small Cap,Advait Infratech Ltd,ADVAIT,,1496,1453
1199,Small Cap,Last Mile Enterprises Ltd,LASTMILE,,1493,900
1200,Small Cap,Krishana Phoschem Ltd,KRISHANA,Fertilizers & Agro Chemicals,1492,270
1201,Small Cap,Cosmo First Ltd,COSMOFIRST,Packaging,1486,553
1202,Small Cap,E2E Networks Ltd,E2E,Software Services,1481,1305
1203,Small Cap,TechNVision Ventures Ltd,TECHNVISN,Software Services,1480,2604
1204,Small Cap,BCL Industries Ltd,BCLIND,FMCG - Foods,1476,51
1205,Small Cap,Dhampur Sugar Mills Ltd,DHAMPURSUG,Sugar,1463,217
1206,Small Cap,Kokuyo Camlin Ltd,KOKUYOCMLN,Stationery,1460,142
1207,Small Cap,Aaswa Trading and Exports Ltd,TCC,,1459,598
1208,Small Cap,Lancer Container Lines Ltd,LANCER,,1458,59
1209,Small Cap,GKW Ltd,GKWLIMITED,Logistics,1452,2311
1210,Small Cap,NIIT Ltd,NIITLTD,Education Services,1451,101
1211,Small Cap,D Link (India) Limited,DLINKINDIA,Technology Hardware,1451,418
1212,Small Cap,GPT Infraprojects Ltd,GPTINFRA,Construction & Engineering,1445,243
1213,Small Cap,Signpost India Ltd,SIGNPOST,Advertising,1441,285
1214,Small Cap,KMC Speciality Hospitals (India) Ltd,KMCSHIL,Hospitals & Diagnostic Centres,1440,84
1215,Small Cap,Shanti Educational Initiatives Ltd,SEIL,Education Services,1438,100
1216,Small Cap,Monte Carlo Fashions Ltd,MONTECARLO,Apparel & Accessories,1429,603
1217,Small Cap,Vascon Engineers Ltd,VASCONEQ,Construction & Engineering,1428,63
1218,Small Cap,Allcargo Terminals Ltd,ATL,Logistics,1425,54
1219,Small Cap,Kamdhenu Ltd,KAMDHENU,Iron & Steel,1411,510
1220,Small Cap,Likhitha Infrastructure Ltd,LIKHITHA,Construction & Engineering,1410,348
1221,Small Cap,Best Agrolife Ltd,BESTAGRO,Diversified Chemicals,1408,549
1222,Small Cap,Roto Pumps Ltd,ROTO,Industrial Machinery,1403,425
1223,Small Cap,Kitex Garments Ltd,KITEX,Apparel & Accessories,1400,200
1224,Small Cap,Macpower CNC Machines Ltd,MACPOWER,Industrial Machinery,1397,1499
1225,Small Cap,Kuantum Papers Ltd,KUANTUM,Paper Products,1394,152
1226,Small Cap,Ngl Fine Chem Ltd,NGLFINE,Pharmaceuticals,1393,2322
1227,Small Cap,Andhra Sugars Ltd,ANDHRSUGAR,Commodity Chemicals,1389,100
1228,Small Cap,Butterfly Gandhimathi Appliances Ltd,BUTTERFLY,Home Electronics & Appliances,1389,758
1229,Small Cap,Agarwal Industrial Corporation Ltd,AGARIND,Commodity Chemicals,1384,877
1230,Small Cap,Wonder Electricals Ltd,WEL,Home Electronics & Appliances,1381,971
1231,Small Cap,Shiva Cement Ltd,SHIVACEM,Cement,1381,48
1232,Small Cap,Kabra Extrusion Technik Ltd,KABRAEXTRU,Industrial Machinery,1380,393
1233,Small Cap,Knowledge Marine & Engineering Works Ltd,KMEW,,1380,1123
1234,Small Cap,Wardwizard Innovations & Mobility Ltd,WARDINMOBI,Two Wheelers,1378,51
1235,Small Cap,Arihant Superstructures Ltd,ARIHANTSUP,Real Estate,1373,311
1236,Small Cap,Marine Electricals (India) Ltd,MARINE,Electrical Components & Equipments,1368,108
1237,Small Cap,AVT Natural Products Ltd,AVTNPL,Agro Products,1367,84
1238,Small Cap,Allcargo Gati Ltd,ACLGATI,Logistics,1364,99
1239,Small Cap,Sterling Tools Ltd,STERTOOLS,Industrial Machinery,1353,375
1240,Small Cap,NACL Industries Ltd,NACLIND,Fertilizers & Agro Chemicals,1352,69
1241,Small Cap,Manali Petrochemicals Ltd,MANALIPETC,Specialty Chemicals,1349,80
1242,Small Cap,Rane (Madras) Ltd,RML,Auto Parts,1346,806
1243,Small Cap,R K Swamy Ltd,RKSWAMY,Advertising,1341,270
1244,Small Cap,Antony Waste Handling Cell Ltd,AWHCL,Environmental Services,1340,441
1245,Small Cap,Hind Rectifiers Ltd,HIRECT,Electrical Components & Equipments,1336,660
1246,Small Cap,Control Print Ltd,CONTROLPR,Electronic Equipments,1336,855
1247,Small Cap,BMW Industries Ltd,BMW,Iron & Steel,1329,57
1248,Small Cap,RACL Geartech Ltd,RACLGEAR,Auto Parts,1328,1056
1249,Small Cap,Xchanging Solutions Ltd,XCHANGING,IT Services & Consulting,1327,115
1250,Small Cap,TV Today Network Limited,TVTODAY,TV Channels & Broadcasters,1323,219
1251,Small Cap,Dwarikesh Sugar Industries Ltd,DWARKESH,Sugar,1317,68
1252,Small Cap,Kesar India Ltd,KESAR,,1316,614
1253,Small Cap,Timex Group India Ltd,TIMEX,"Precious Metals, Jewellery & Watches",1315,132
1254,Small Cap,Steelcast Ltd,STEELCAS,Iron & Steel,1314,632
1255,Small Cap,Asian Star Co Ltd,ASTAR,"Precious Metals, Jewellery & Watches",1312,807
1256,Small Cap,Ksolves India Ltd,KSOLVES,IT Services & Consulting,1301,1048
1257,Small Cap,Aptech Ltd,APTECHT,Education Services,1299,225
1258,Small Cap,Automotive Stampings and Assemblies Ltd,ASAL,Auto Parts,1298,866
1259,Small Cap,Century Enka Ltd,CENTENKA,Textiles,1295,603
